101849047	853201	9
116574975	853201	9
112304576	853201	9
112238178	853201	9
106549522	853201	9
108622137	853201	9
102202874	853201	9
120106243	853201	9
107928711	853201	9
116108873	853201	9
117664005	853201	9
102676549	853201	9
114334560	853201	9
119513535	853201	9
112299015	853201	9
117026463	853201	9
102783615	853201	9
119414739	853201	9
116384748	853201	9
112774957	853201	9
104643651	853201	9
100675281	853201	9
111211694	853201	9
100417097	853201	9
123458766	853201	9
123457348	853201	9
113053526	853201	9
118431341	853201	9
506648618	853201	9
108494998	853201	9
107330210	853201	9
119265461	853201	9
111111134	853201	9
170364045	853201	9
107260384	853201	9
102467201	853201	9
116282526	853201	9
108646749	853201	9
103890166	853201	9
101201953	853201	9
110146888	853201	9
100409714	853201	9
119803677	853201	9
105787759	853201	9
100654058	853201	9
113528176	853201	9
109609530	853201	9
105338047	853201	9
104133727	853201	9
105177350	853201	9
119888361	853201	9
109361295	853201	9
118235151	853201	9
116161140	853201	9
123460025	853201	9
101656348	853201	9
108216986	853201	9
115656066	853201	9
114327166	853201	9
112364573	853201	9
100166830	853201	9
103416122	853201	9
123459898	853201	9
100968971	853201	9
108685408	853201	9
184648361	853201	9
101592255	853201	9
132889158	853201	9
132973406	853201	9
138805817	853201	9
140162604	853201	9
140173249	853201	9
140461619	853201	9
241807347	853201	9
101849047	300301	7
116574975	300301	7
112304576	300301	7
112238178	300301	7
106549522	300301	7
108622137	300301	7
102202874	300301	7
120106243	300301	7
107928711	300301	7
116108873	300301	7
117664005	300301	7
102676549	300301	7
114334560	300301	7
119513535	300301	7
112299015	300301	7
117026463	300301	7
102783615	300301	7
119414739	300301	7
116384748	300301	7
112774957	300301	7
104643651	300301	7
100675281	300301	7
111211694	300301	7
100417097	300301	7
123458766	300301	7
123457348	300301	7
113053526	300301	7
118431341	300301	7
108494998	300301	7
107330210	300301	7
119265461	300301	7
111111134	300301	7
170364045	300301	7
107260384	300301	7
102467201	300301	7
116282526	300301	7
108646749	300301	7
103890166	300301	7
101201953	300301	7
110146888	300301	7
100409714	300301	7
119803677	300301	7
105787759	300301	7
100654058	300301	7
113528176	300301	7
109609530	300301	7
105338047	300301	7
104133727	300301	7
105177350	300301	7
119888361	300301	7
109361295	300301	7
118235151	300301	7
116161140	300301	7
123460025	300301	7
101656348	300301	7
108216986	300301	7
115656066	300301	7
114327166	300301	7
112364573	300301	7
100166830	300301	7
103416122	300301	7
123459898	300301	7
100968971	300301	7
108685408	300301	7
184648361	300301	7
101592255	300301	7
132889158	300301	7
132973406	300301	7
138805817	300301	7
140162604	300301	7
140173249	300301	7
140461619	300301	7
241807347	300301	7
118649061	250101	10
119999663	250101	10
184519615	250101	10
116156983	250101	10
131853491	250101	10
133427584	250101	10
134111977	250101	10
134808149	250101	10
134986040	250101	10
136783326	250101	10
140105669	250101	10
140349194	300301	7
140349194	853201	9
140412463	300301	7
140412463	853201	9
140741756	701401	12
140349194	701401	12
140412463	701401	12
307873407	701401	12
368033533	701401	12
342324305	701401	12
335717901	701401	12
340516069	701401	12
335386295	701401	12
344329525	701401	12
379760113	701401	12
374044041	701401	12
381906681	701401	12
228813992	253501	12
227885120	253501	12
226445690	253501	12
228918996	253501	12
226280494	253501	12
224219868	253501	12
224242362	253501	12
229445111	253501	12
224006794	253501	12
229458646	253501	12
233191057	253501	12
224661607	253501	12
232076248	253501	12
231413051	253501	12
232832857	253501	12
229283779	253501	12
226372261	253501	12
227284367	253501	12
140819812	253501	12
226546019	253501	12
402336690	253501	12
409717551	253501	12
402140527	253501	12
403182967	253501	12
402715809	253501	12
400261182	253501	12
224035630	253501	12
229153598	253501	12
230094648	253501	12
232365052	253501	12
407014214	253501	12
400760952	253501	12
408371080	253501	12
407618351	253501	12
228325493	253501	12
226687703	253501	12
233878178	253501	12
225437041	253501	12
225240762	253501	12
402625948	253501	12
409520305	253501	12
404192865	253501	12
403874919	253501	12
233278941	253501	12
227933345	253501	12
231685889	253501	12
500044399	253501	12
500502699	253501	12
500524300	253501	12
232638512	253501	12
233002297	253501	12
227761509	253501	12
404068078	253501	12
403763630	253501	12
229791037	253501	12
230389703	253501	12
225245930	253501	12
228607358	253501	12
232175445	253501	12
227513046	253501	12
231388986	253501	12
227299097	253501	12
401335550	253501	12
407600425	253501	12
407984045	253501	12
402463274	253501	12
231543025	253501	12
229547333	253501	12
232638214	253501	12
230493786	253501	12
233579928	253501	12
230868368	253501	12
228816452	253501	12
224385860	253501	12
233619197	253501	12
226255669	253501	12
232038570	253501	12
232925963	253501	12
405014892	253501	12
404411009	253501	12
403314823	253501	12
403029314	253501	12
601337001	253501	12
601337049	253501	12
601337074	253501	12
601337128	253501	12
601337177	253501	12
601337207	253501	12
601337244	253501	12
601337281	253501	12
601337347	253501	12
601337384	253501	12
601337414	253501	12
601337438	253501	12
601337475	253501	12
601337505	253501	12
601337517	253501	12
601337530	253501	12
601337554	253501	12
601337645	253501	12
601337566	253501	12
601337608	253501	12
601337657	253501	12
601337694	253501	12
601337724	253501	12
601337736	253501	12
601337773	253501	12
601337803	253501	12
601337815	253501	12
601337840	253501	12
601337876	253501	12
601337888	253501	12
601337931	253501	12
601337967	253501	12
601337992	253501	12
613370004	253501	12
613370065	253501	12
613370077	253501	12
613370132	253501	12
613370168	253501	12
613370211	253501	12
613370223	253501	12
613370259	253501	12
613370284	253501	12
613370296	253501	12
613370156	253501	12
613370405	253501	12
613370417	253501	12
613370429	253501	12
613370557	253501	12
233522438	253501	12
232130437	253501	12
227863859	253501	12
232585842	253501	12
231035032	253501	12
224811885	253501	12
231654509	253501	12
229006899	253501	12
232012064	253501	12
229676868	253501	12
407964988	253501	12
403395719	253501	12
403684961	253501	12
225790579	253501	12
230865343	253501	12
225967303	253501	12
230837591	253501	12
224290794	253501	12
231683947	253501	12
229535367	253501	12
387043433	253501	12
387043433	650801	12
329107677	253501	12
329107677	601101	12
372244993	253501	12
365438273	253501	12
380446753	253501	12
329755973	253501	12
357691453	253501	12
378635529	253501	12
315239268	253501	12
349252129	253501	12
330088427	253501	12
318583264	253501	12
408280669	253501	12
400505691	253501	12
230614528	253501	12
227870384	253501	12
226551167	253501	12
231243261	253501	12
225183948	253501	12
225263464	253501	12
228850629	253501	12
233537648	253501	12
224932366	253501	12
231196209	253501	12
230825382	253501	12
227996525	253501	12
233835441	253501	12
228477736	253501	12
403209572	253501	12
403934023	253501	12
401998502	253501	12
407553174	253501	12
408683090	253501	12
404360622	253501	12
401052503	253501	12
404270438	253501	12
401087153	253501	12
232019617	606601	12
228380546	606601	12
227896749	606601	12
231801658	606601	12
408850267	606601	12
226916285	606601	12
406016446	606601	12
409670558	606601	12
406311766	606601	12
404377002	606601	12
404095719	606601	12
400899991	606601	12
404086950	606601	12
404698888	606601	12
400253331	606601	12
406970233	606601	12
407054297	606601	12
408225877	606601	12
405487885	606601	12
406632194	606601	12
408550855	606601	12
401554405	606601	12
401698671	606601	12
403264972	606601	12
401691159	606601	12
407795479	606601	12
408102081	606601	12
400402610	606601	12
233943973	606601	12
232588958	606601	12
231781180	606601	12
229787113	606601	12
233023422	606601	12
228213563	606601	12
228378321	606601	12
232052086	606601	12
232184306	606601	12
228758798	606601	12
230315847	606601	12
228563562	606601	12
224591101	606601	12
233433922	606601	12
231584131	606601	12
225292774	606601	12
229081393	606601	12
227594575	606601	12
230762141	606601	12
229633535	606601	12
226000497	606601	12
228885498	606601	12
228229091	606601	12
228432698	606601	12
228324646	606601	12
229831400	606601	12
231885350	606601	12
231596182	606601	12
232040965	606601	12
233921230	606601	12
228710972	606601	12
227044939	606601	12
230721849	606601	12
229656183	606601	12
228485332	606601	12
229407882	606601	12
228471485	606601	12
231680557	606601	12
226984345	606601	12
503159529	606601	12
503703850	606601	12
504006010	606601	12
504105097	606601	12
504256361	606601	12
504680705	606601	12
504818272	606601	12
504904085	606601	12
505182671	606601	12
505208349	606601	12
505260116	606601	12
505593312	606601	12
505597561	606601	12
505798220	606601	12
505887782	606601	12
505889511	606601	12
505983382	606601	12
506063616	606601	12
506380439	606601	12
506421089	606601	12
506536877	606601	12
506601602	606601	12
506813526	606601	12
506894678	606601	12
400766826	606601	12
405366863	606601	12
506806868	606601	12
506922674	606601	12
507213312	606601	12
507249033	606601	12
507291633	606601	12
507865339	606601	12
507989454	606601	12
508053821	606601	12
508298659	606601	12
508348304	606601	12
508474267	606601	12
241821939	606601	12
509267944	606601	12
509341913	606601	12
509557557	606601	12
509588736	606601	12
509973425	606601	12
